Fish Species,Caught Time,Latitude,Longitude
자바리,2024-08-11 03:13:45,33.197133,126.534516
자리돔,2024-08-27 01:26:34,33.411605,126.377396
부시리,2024-04-16 00:15:38,33.707469,126.303612
복섬,2024-09-01 13:35:32,33.682141,126.329731
우럭,2024-03-06 08:09:53,33.388973,126.766251
홍바리,2024-05-17 22:02:53,33.652045,126.665472
감성돔,2024-05-13 15:13:28,33.133492,126.596094
부시리,2024-06-19 01:40:39,33.352331,126.725975
자리돔,2024-04-01 20:40:15,33.536456,126.606186
부시리,2024-12-13 12:27:07,33.285997,126.466224
복섬,2024-06-22 20:41:14,33.374769,126.657428
볼락,2024-09-16 16:13:09,33.61326,126.541071
볼락,2024-04-17 12:06:14,33.325676,126.458034
벵에돔,2024-06-26 03:07:53,33.093557,126.243776
자리돔,2024-04-05 02:15:01,33.159758,126.803654
옥돔,2024-01-03 00:50:49,33.198308,126.502403
홍바리,2024-12-12 10:52:08,33.092603,126.399345
홍바리,2024-06-19 15:32:57,33.561513,126.603676
전갱이,2024-08-03 23:10:43,33.187452,126.676932
광어,2024-05-28 19:59:18,33.481078,126.300448
도도바리,2024-01-04 19:18:14,33.719161,126.456416
붉바리,2024-03-07 04:51:26,33.475919,126.497483
전갱이,2024-09-27 22:50:37,33.606688,126.311009
옥돔,2024-06-11 22:58:29,33.409909,126.820038
광어,2024-03-13 23:00:29,33.634889,126.751375
도도바리,2024-05-03 01:18:53,33.175856,126.329172
갈치,2024-07-15 20:02:32,33.374673,126.728842
감성돔,2024-09-05 13:18:06,33.310646,126.825214
자리돔,2024-07-02 00:42:24,33.693379,126.666392
복섬,2024-07-10 13:53:44,33.438002,126.543615
우럭,2024-12-07 12:23:15,33.386036,126.27847
감성돔,2024-01-06 15:47:19,33.259488,126.816626
도도바리,2024-07-09 07:38:11,33.125997,126.709922
방어,2024-01-27 04:40:45,33.452828,126.545665
벵에돔,2024-11-20 21:42:02,33.37898,126.429776
홍바리,2024-03-04 04:16:38,33.6362,126.491343
자바리,2024-12-04 16:36:03,33.244641,126.296248
벵에돔,2024-02-21 14:14:25,33.318464,126.436998
방어,2024-08-22 21:05:36,33.535149,126.376013
고등어,2024-09-19 22:42:38,33.334239,126.792501
광어,2024-10-25 02:11:39,33.239257,126.234995
참돔,2024-05-27 06:18:16,33.461121,126.471923
우럭,2024-01-04 00:39:02,33.691205,126.396974
붉바리,2024-02-20 09:57:00,33.717748,126.339831
광어,2024-08-28 04:12:14,33.114095,126.243423
갈치,2024-12-20 19:40:52,33.531993,126.254626
고등어,2024-05-24 16:57:10,33.58448,126.523644
갈치,2024-06-07 20:20:25,33.712984,126.821003
도도바리,2024-08-05 23:53:24,33.680657,126.488848
갈돔,2024-03-11 14:21:13,33.700511,126.721872
참돔,2024-09-12 07:04:43,33.333325,126.296703
갈돔,2024-06-22 10:40:11,33.620493,126.575235
방어,2024-12-27 04:25:39,33.58401,126.284825
미역치,2024-06-08 18:30:33,33.30253,126.681746
고등어,2024-04-11 21:57:01,33.257591,126.574023
감성돔,2024-01-17 22:13:58,33.320814,126.366971
갈치,2024-04-17 20:43:03,33.608811,126.280326
복섬,2024-09-12 21:59:11,33.502863,126.793585
갈치,2024-05-24 04:08:46,33.408171,126.554513
방어,2024-01-07 18:53:41,33.267338,126.496999
갈돔,2024-03-23 11:34:59,33.180372,126.487251
광어,2024-09-13 08:33:18,33.190035,126.478031
고등어,2024-02-19 23:51:50,33.445147,126.233689
복섬,2024-08-11 02:53:13,33.349828,126.769477
감성돔,2024-04-27 01:32:59,33.175776,126.444442
붉바리,2024-11-27 15:48:45,33.56738,126.30511
볼락,2024-01-17 13:04:49,33.112213,126.827063
방어,2024-05-23 21:42:50,33.331096,126.696931
참돔,2024-03-06 06:21:28,33.488685,126.294261
홍바리,2024-12-02 12:09:28,33.084077,126.846337
방어,2024-02-05 19:26:43,33.212731,126.816642
우럭,2024-05-28 14:10:39,33.283514,126.253184
붉바리,2024-09-28 01:32:59,33.528447,126.714937
볼락,2024-05-25 01:04:31,33.609856,126.465311
복섬,2024-07-01 21:17:16,33.56348,126.386094
전갱이,2024-06-04 05:09:40,33.2898,126.681811
방어,2024-10-21 23:12:29,33.52331,126.754973
자바리,2024-08-05 01:08:07,33.516018,126.690165
감성돔,2024-09-05 15:24:12,33.35357,126.514144
광어,2024-04-18 21:28:52,33.650938,126.79585
방어,2024-10-21 23:41:52,33.282731,126.268624
고등어,2024-03-13 14:47:22,33.120412,126.323462
방어,2024-07-07 11:20:55,33.593801,126.49384
자리돔,2024-03-04 00:03:57,33.695129,126.723729
참돔,2024-07-09 14:16:08,33.254765,126.663001
참돔,2024-09-05 22:58:10,33.095308,126.780018
도도바리,2024-03-08 15:39:37,33.3242,126.568037
볼락,2024-02-17 10:32:12,33.415243,126.318757
감성돔,2024-12-22 00:55:59,33.439249,126.302865
갈돔,2024-12-15 08:51:20,33.405034,126.734147
참돔,2024-11-26 04:47:47,33.506829,126.523069
호박돔,2024-08-18 08:38:55,33.614497,126.838597
자리돔,2024-07-17 15:14:02,33.709976,126.473219
광어,2024-10-26 01:18:40,33.361726,126.557734
방어,2024-08-17 01:20:00,33.238179,126.554313
호박돔,2024-03-21 04:28:26,33.489874,126.657937
자리돔,2024-10-24 06:05:49,33.141612,126.302588
호박돔,2024-12-27 22:01:49,33.27929,126.430785
방어,2024-03-26 01:09:42,33.61161,126.254707
호박돔,2024-10-06 16:57:07,33.564639,126.290443
광어,2024-03-16 16:08:56,33.646066,126.513311
갈치,2024-09-05 23:26:34,33.160197,126.412511
감성돔,2024-08-28 00:49:00,33.462371,126.729329
도도바리,2024-01-06 05:02:13,33.506688,126.830534
미역치,2024-07-08 18:51:02,33.514236,126.541978
자리돔,2024-01-16 23:12:43,33.545881,126.837393
붉바리,2024-02-26 17:07:53,33.555128,126.788656
참돔,2024-10-01 12:45:25,33.64698,126.684391
방어,2024-06-11 20:37:22,33.505646,126.519878
호박돔,2024-11-12 06:27:30,33.165041,126.314576
자바리,2024-11-15 04:08:31,33.224092,126.260459
우럭,2024-09-23 01:04:46,33.104788,126.361295
부시리,2024-08-17 19:50:32,33.395578,126.812597
붉바리,2024-06-26 21:18:42,33.600419,126.426736
자리돔,2024-12-08 11:05:39,33.144405,126.844932
붉바리,2024-01-20 17:26:01,33.368451,126.734412
참돔,2024-03-02 21:29:05,33.140992,126.483728
참돔,2024-04-09 04:03:52,33.448031,126.795125
참돔,2024-01-23 00:02:45,33.523701,126.68442
광어,2024-02-18 04:32:24,33.150839,126.868742
부시리,2024-01-11 14:07:58,33.566342,126.868548
갈치,2024-02-23 17:50:49,33.188207,126.635038
도도바리,2024-03-09 11:08:27,33.67598,126.756352
자바리,2024-04-19 16:26:23,33.457843,126.245028
갈치,2024-06-10 09:40:09,33.598079,126.835281
광어,2024-05-28 19:37:59,33.358428,126.577525
홍바리,2024-06-02 23:37:45,33.391939,126.777226
전갱이,2024-12-27 14:56:24,33.293216,126.865637
자바리,2024-06-01 01:46:22,33.303105,126.430184
호박돔,2024-02-16 07:08:54,33.512831,126.238627
미역치,2024-09-07 22:41:14,33.536117,126.756384
부시리,2024-08-20 11:51:21,33.117568,126.473399
부시리,2024-06-14 12:32:25,33.345788,126.44856
미역치,2024-10-01 10:59:07,33.713965,126.759323
광어,2024-08-12 04:19:02,33.283739,126.293096
전갱이,2024-05-17 20:49:13,33.423734,126.44818
감성돔,2024-03-18 06:22:19,33.503906,126.71119
홍바리,2024-06-25 12:37:30,33.195641,126.518206
갈치,2024-03-19 17:20:38,33.196059,126.426553
노래미,2024-05-12 02:32:00,33.445136,126.750944
감성돔,2024-03-03 00:39:03,33.100593,126.423661
볼락,2024-04-26 19:50:37,33.458637,126.616435
전갱이,2024-10-14 05:46:18,33.134834,126.250322
미역치,2024-12-05 03:58:26,33.453978,126.377116
광어,2024-03-06 01:27:11,33.554144,126.814948
우럭,2024-04-19 01:06:23,33.673107,126.271607
방어,2024-11-03 16:23:48,33.486383,126.570726
미역치,2024-08-25 21:30:33,33.27327,126.471868
갈돔,2024-10-13 20:11:04,33.636357,126.491213
복섬,2024-07-15 02:03:34,33.425208,126.856309
자리돔,2024-02-04 10:50:16,33.563961,126.407717
감성돔,2024-09-18 20:18:38,33.589565,126.286191
전갱이,2024-12-24 03:35:01,33.446096,126.773226
광어,2024-12-21 10:49:42,33.718687,126.400086
복섬,2024-07-23 17:10:10,33.203204,126.816324
옥돔,2024-11-23 16:24:50,33.100806,126.866871
전갱이,2024-06-20 21:43:19,33.189912,126.294818
호박돔,2024-07-19 23:50:23,33.150016,126.812406
고등어,2024-02-19 05:55:24,33.388716,126.819168
광어,2024-10-21 20:35:53,33.576513,126.756495
붉바리,2024-05-07 09:59:27,33.522518,126.489112
고등어,2024-10-06 21:30:34,33.099832,126.862033
광어,2024-12-08 05:49:07,33.638306,126.588096
참돔,2024-06-05 00:43:17,33.129399,126.69462
광어,2024-12-10 03:59:28,33.581963,126.562408
볼락,2024-08-17 02:14:08,33.536228,126.292558
볼락,2024-11-17 09:33:40,33.706723,126.755277
전갱이,2024-09-18 20:26:18,33.444008,126.403444
부시리,2024-04-27 04:02:56,33.699147,126.704089
옥돔,2024-10-16 16:10:03,33.356608,126.63635
전갱이,2024-11-15 19:03:50,33.657291,126.56795
고등어,2024-10-07 17:24:03,33.328365,126.679356
붉바리,2024-10-01 03:25:08,33.195758,126.834354
갈돔,2024-02-08 14:47:54,33.368681,126.381439
갈돔,2024-05-18 22:49:17,33.448286,126.487913
자리돔,2024-10-11 19:04:59,33.355999,126.371472
호박돔,2024-07-13 00:17:45,33.09362,126.601777
자리돔,2024-03-18 12:26:09,33.493036,126.807443
자바리,2024-04-07 14:29:10,33.433506,126.277381
도도바리,2024-03-11 07:42:32,33.716926,126.611271
홍바리,2024-08-23 03:40:44,33.499726,126.533346
호박돔,2024-10-26 19:49:34,33.551693,126.413502
참돔,2024-07-03 18:17:35,33.415733,126.811501
자바리,2024-01-17 10:23:09,33.409034,126.311291
자바리,2024-03-15 21:23:56,33.678332,126.422398
부시리,2024-10-19 21:02:19,33.205849,126.802541
우럭,2024-09-10 20:27:08,33.629805,126.554909
붉바리,2024-07-12 08:40:05,33.134791,126.655924
볼락,2024-02-07 10:34:19,33.377682,126.388591
홍바리,2024-01-12 10:40:58,33.318716,126.853535
갈치,2024-11-26 20:17:26,33.188116,126.621801
붉바리,2024-06-03 18:28:19,33.505121,126.23515
고등어,2024-05-26 04:15:06,33.684568,126.752206
호박돔,2024-09-16 13:49:01,33.500641,126.681701
부시리,2024-02-27 19:54:19,33.343217,126.490824
방어,2024-02-25 00:43:47,33.71448,126.329352
미역치,2024-03-16 15:47:23,33.213598,126.345767
자리돔,2024-09-19 05:49:53,33.520133,126.624377
우럭,2024-06-13 04:01:09,33.379879,126.481625
자바리,2024-01-13 21:13:50,33.167277,126.777602
갈치,2024-07-11 02:44:17,33.719721,126.815087
복섬,2024-07-28 03:35:30,33.165837,126.487603
옥돔,2024-08-24 11:58:41,33.362158,126.721251
붉바리,2024-06-23 03:59:08,33.61782,126.74017
갈치,2024-10-26 19:15:08,33.66975,126.729673
방어,2024-09-11 02:47:44,33.327675,126.671015
감성돔,2024-10-27 19:03:24,33.309805,126.744687
옥돔,2024-03-14 07:44:02,33.512371,126.792978
부시리,2024-08-16 00:58:58,33.381658,126.776241
갈돔,2024-12-22 19:26:42,33.1154,126.344003
감성돔,2024-12-02 04:31:44,33.133907,126.603419
미역치,2024-06-21 16:49:55,33.138926,126.326022
고등어,2024-12-03 20:14:43,33.278463,126.869504
우럭,2024-02-02 12:59:31,33.408862,126.39128
방어,2024-12-12 21:39:27,33.206421,126.48376
복섬,2024-09-10 10:54:05,33.547277,126.410077
갈치,2024-12-03 10:25:45,33.434245,126.33207
벵에돔,2024-04-04 20:49:00,33.368655,126.53437
미역치,2024-04-15 20:39:27,33.620194,126.255129
우럭,2024-08-11 13:22:18,33.456112,126.473393
미역치,2024-08-15 21:24:39,33.635775,126.77752
자리돔,2024-07-02 18:57:12,33.083086,126.489474
방어,2024-05-21 15:26:07,33.383004,126.261726
도도바리,2024-11-15 19:14:23,33.49615,126.527905
갈치,2024-04-07 19:53:34,33.263891,126.786239
감성돔,2024-05-23 05:44:52,33.640439,126.283352
호박돔,2024-07-13 20:00:17,33.690205,126.563278
감성돔,2024-07-21 16:57:27,33.366571,126.314066
방어,2024-07-01 11:57:31,33.686043,126.378782
고등어,2024-05-17 03:14:35,33.58155,126.441782
갈치,2024-03-16 18:17:02,33.469264,126.283704
복섬,2024-11-11 01:26:07,33.205297,126.727657
고등어,2024-01-22 02:20:54,33.515314,126.324754
부시리,2024-06-06 03:00:02,33.319038,126.403704
미역치,2024-03-23 07:26:30,33.261839,126.443805
호박돔,2024-08-28 22:29:12,33.481181,126.274381
갈돔,2024-10-06 04:11:40,33.348253,126.230908
전갱이,2024-10-12 22:07:32,33.112268,126.797009
우럭,2024-07-18 20:36:39,33.693008,126.630788
벵에돔,2024-05-16 19:17:02,33.514215,126.474977
갈치,2024-01-09 19:00:18,33.620424,126.313968
부시리,2024-03-11 12:10:09,33.708225,126.444728
볼락,2024-06-16 09:38:32,33.11244,126.772207
참돔,2024-05-15 04:22:37,33.633623,126.625613
자리돔,2024-10-01 08:26:29,33.295569,126.821595
호박돔,2024-10-11 11:03:08,33.470683,126.832644
우럭,2024-03-17 10:10:57,33.380065,126.449768
자리돔,2024-06-15 01:46:55,33.628498,126.800131
방어,2024-03-10 22:56:02,33.706392,126.592529
전갱이,2024-06-25 01:00:10,33.280308,126.600442
고등어,2024-05-08 19:48:45,33.536466,126.523603
볼락,2024-01-01 21:51:20,33.420332,126.467108
갈치,2024-01-13 23:50:23,33.412917,126.533445
미역치,2024-09-27 14:20:39,33.556954,126.369631
광어,2024-12-14 03:36:18,33.588758,126.261459
광어,2024-12-04 07:57:28,33.298647,126.867753
전갱이,2024-03-03 08:55:13,33.123179,126.427859
방어,2024-06-21 18:44:53,33.478326,126.610704
우럭,2024-07-25 01:50:11,33.691392,126.293754
옥돔,2024-07-09 10:15:33,33.383812,126.539875
감성돔,2024-11-06 01:05:19,33.701403,126.428601
호박돔,2024-10-02 16:56:09,33.357827,126.464837
호박돔,2024-06-19 20:02:44,33.603633,126.471389
갈돔,2024-04-05 23:40:37,33.358528,126.49944
광어,2024-04-06 20:28:54,33.302401,126.869556
참돔,2024-01-25 02:36:46,33.509736,126.337616
갈치,2024-04-24 22:46:08,33.65114,126.358384
복섬,2024-09-13 16:47:05,33.236248,126.778818
자리돔,2024-10-25 02:19:39,33.225197,126.233587
노래미,2024-12-03 16:16:18,33.123286,126.403113
부시리,2024-08-01 01:02:44,33.329982,126.501414
자리돔,2024-12-25 20:53:02,33.263643,126.396886
붉바리,2024-12-04 00:09:43,33.493884,126.625064
감성돔,2024-11-17 01:11:57,33.66743,126.465462
감성돔,2024-01-14 12:31:53,33.218568,126.742056
갈돔,2024-12-27 11:29:19,33.215844,126.389075
옥돔,2024-04-23 20:11:52,33.256296,126.47386
부시리,2024-08-15 05:06:51,33.451986,126.482651
자리돔,2024-02-13 16:31:49,33.659949,126.688207
우럭,2024-12-24 12:21:53,33.169298,126.337545
광어,2024-06-27 15:27:56,33.214779,126.718992
자바리,2024-07-06 23:24:00,33.53163,126.55056
도도바리,2024-11-01 16:47:00,33.487719,126.31928
전갱이,2024-10-23 13:06:08,33.128887,126.784392
노래미,2024-06-04 08:04:24,33.409641,126.652112
감성돔,2024-09-07 08:20:02,33.318786,126.762308
고등어,2024-03-27 00:21:59,33.339188,126.826596
호박돔,2024-06-03 22:35:14,33.70786,126.71564
우럭,2024-01-27 09:33:35,33.521315,126.49554
고등어,2024-03-27 13:44:23,33.636593,126.245245
붉바리,2024-06-27 22:14:01,33.111257,126.674059
볼락,2024-02-23 20:03:41,33.27353,126.759558
볼락,2024-01-20 04:31:38,33.450712,126.353813
볼락,2024-12-09 22:59:31,33.484327,126.727258
갈돔,2024-09-16 18:45:40,33.633015,126.662281
홍바리,2024-06-27 19:14:54,33.330572,126.603981
호박돔,2024-08-10 21:58:07,33.401723,126.658053
참돔,2024-03-02 06:52:38,33.544162,126.723648
우럭,2024-11-04 05:47:03,33.3107,126.484695
복섬,2024-03-14 21:30:18,33.449769,126.24338
붉바리,2024-08-26 18:20:49,33.500714,126.271009
벵에돔,2024-03-21 10:40:25,33.606941,126.23452
광어,2024-02-05 06:58:04,33.186701,126.736727
자리돔,2024-11-20 23:17:46,33.238353,126.806313
홍바리,2024-12-20 04:41:43,33.576399,126.466675
호박돔,2024-08-22 13:13:31,33.578044,126.843965
광어,2024-08-02 23:50:06,33.206259,126.470079
벵에돔,2024-04-21 08:58:47,33.629223,126.305088
옥돔,2024-10-28 08:52:32,33.36886,126.560545
자바리,2024-06-21 14:36:48,33.39487,126.831138
옥돔,2024-12-25 21:09:19,33.397091,126.275392
홍바리,2024-10-15 19:20:28,33.47221,126.652479
전갱이,2024-05-25 00:04:59,33.315165,126.378612
감성돔,2024-11-20 04:03:05,33.152482,126.5489
복섬,2024-04-14 15:39:34,33.110929,126.560283
붉바리,2024-11-16 05:01:52,33.103036,126.652047
부시리,2024-05-09 15:17:45,33.461243,126.35143
홍바리,2024-06-22 23:53:16,33.103498,126.737027
홍바리,2024-01-11 01:52:53,33.586027,126.805912
갈치,2024-05-27 22:57:52,33.375004,126.248398
옥돔,2024-08-07 19:38:44,33.231825,126.561914
옥돔,2024-09-26 20:40:46,33.259547,126.806362
자리돔,2024-09-26 00:11:15,33.209693,126.698381
호박돔,2024-09-03 04:28:18,33.379725,126.457296
붉바리,2024-01-24 02:07:05,33.354758,126.338655
노래미,2024-11-09 06:17:29,33.252467,126.848457
감성돔,2024-11-10 04:45:00,33.366819,126.252114
갈치,2024-03-06 11:38:27,33.23945,126.425178
갈돔,2024-03-09 04:24:46,33.351799,126.589653
호박돔,2024-01-25 20:16:18,33.337033,126.81078
갈돔,2024-04-27 12:06:34,33.179528,126.276123
부시리,2024-09-04 22:28:14,33.348644,126.528472
도도바리,2024-09-16 20:19:59,33.712412,126.634698
방어,2024-12-27 00:13:59,33.657165,126.738158
방어,2024-05-23 00:16:32,33.692272,126.767555
갈치,2024-01-11 23:10:40,33.480434,126.674855
붉바리,2024-02-27 14:17:18,33.153252,126.812762
고등어,2024-12-25 19:44:38,33.425561,126.337422
광어,2024-03-07 04:38:18,33.705411,126.833441
미역치,2024-09-02 19:03:07,33.453815,126.825002
방어,2024-06-26 18:30:32,33.264615,126.73729
볼락,2024-12-18 21:01:38,33.589884,126.354212
고등어,2024-05-20 18:44:02,33.505782,126.858161
전갱이,2024-10-10 05:30:05,33.528411,126.777518
붉바리,2024-01-16 02:10:14,33.264844,126.30012
홍바리,2024-04-17 19:04:48,33.197355,126.743183
감성돔,2024-04-20 23:38:43,33.509643,126.53661
전갱이,2024-10-13 03:07:04,33.147618,126.680246
미역치,2024-08-10 21:26:22,33.30327,126.54979
감성돔,2024-04-09 06:05:21,33.450395,126.404374
부시리,2024-09-11 11:28:33,33.375795,126.629268
홍바리,2024-11-01 16:36:37,33.59088,126.336855
자리돔,2024-07-25 16:12:57,33.515144,126.247334
벵에돔,2024-08-22 23:15:55,33.713242,126.373912
노래미,2024-09-17 20:47:18,33.652176,126.828266
우럭,2024-12-03 05:09:02,33.284878,126.467578
고등어,2024-02-19 14:27:43,33.341812,126.754213
우럭,2024-03-06 20:03:37,33.518327,126.767337
감성돔,2024-04-20 02:58:27,33.238124,126.476903
벵에돔,2024-12-21 21:49:46,33.103314,126.448622
광어,2024-01-06 00:36:42,33.102463,126.798392
옥돔,2024-02-07 15:22:56,33.312928,126.258585
방어,2024-04-03 15:22:27,33.543102,126.23611
방어,2024-12-17 04:57:23,33.366325,126.587068
홍바리,2024-08-26 03:00:56,33.445534,126.605525
부시리,2024-10-06 00:49:43,33.323201,126.647768
벵에돔,2024-04-21 02:13:56,33.517127,126.273571
부시리,2024-04-20 00:40:15,33.221912,126.695604
갈치,2024-10-25 03:16:04,33.497911,126.791518
도도바리,2024-03-12 04:39:56,33.377468,126.389217
홍바리,2024-04-23 20:35:21,33.409516,126.604904
우럭,2024-10-18 16:44:04,33.588674,126.486794
볼락,2024-03-04 15:45:01,33.433784,126.730136
부시리,2024-01-18 07:00:52,33.233038,126.256486
복섬,2024-05-06 02:28:50,33.611722,126.314158
복섬,2024-11-23 23:42:59,33.385486,126.359572
미역치,2024-08-20 15:23:10,33.421662,126.253039
볼락,2024-01-03 19:43:47,33.523167,126.415855
갈치,2024-03-05 06:19:54,33.176763,126.507984
전갱이,2024-06-07 05:28:30,33.260843,126.269761
참돔,2024-09-05 14:33:08,33.586122,126.738161
호박돔,2024-01-12 15:03:16,33.086196,126.600721
참돔,2024-05-25 18:22:41,33.356789,126.389634
노래미,2024-06-04 14:29:42,33.35124,126.296211
감성돔,2024-07-04 11:19:03,33.541449,126.543377
벵에돔,2024-04-23 15:57:29,33.651913,126.365691
붉바리,2024-01-09 01:43:19,33.632176,126.700486
호박돔,2024-04-03 09:10:26,33.692509,126.375322
고등어,2024-12-07 05:03:35,33.647772,126.707126
방어,2024-12-24 20:51:09,33.329435,126.715456
고등어,2024-07-08 00:16:50,33.427415,126.419599
붉바리,2024-01-10 13:25:23,33.59634,126.783445
볼락,2024-05-02 21:29:25,33.116146,126.483711
갈돔,2024-04-22 20:35:23,33.407833,126.806023
부시리,2024-05-17 21:31:18,33.632059,126.539354
자바리,2024-03-06 19:32:09,33.172982,126.848653
미역치,2024-06-08 04:42:41,33.543107,126.543335
벵에돔,2024-05-22 03:32:10,33.153052,126.651776
벵에돔,2024-01-20 14:06:01,33.637404,126.268286
도도바리,2024-11-02 09:40:42,33.711677,126.755482
옥돔,2024-08-18 04:06:36,33.18872,126.505902
호박돔,2024-07-27 02:26:48,33.462848,126.685789
볼락,2024-12-15 01:38:04,33.151329,126.830081
